,Unnamed: 0,MSSubClass,MSZoning,LotArea,Street,Alley,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,LogSale,SaleTypeNew,PoolQCNon,HasGarage,GarageCond*GarageQual,Fireplaces*FireplaceQu,ElectricalSBr,HeatingGas,HasBasement,BsmtCond*BsmtQual,ExterCond*ExterQual,LandSlopeGtl,LotShapeReg,OverallQual*OverallCond,GarageYrBltSq,LotAreaBins,Has2ndFlr,TotalBsmtSFNegSq,GarageAreaBins,GrLivAreaNegSq,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,Has3SsnPorch,HasScreenPorch
623,626,20,RL,12342,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,1978,Hip,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,Unf,0,978,978,3,1,1422,0,1422,0,0,1,0,3,1,3,6,MinMod,1,3,Attchd,1960.0,RFn,1,286,3,3,Y,0,0,36,0,0,GdWo,600,8,2007,Normal,139900,11.848683160653572,0,1,1,9,3,1,1,1,9,9,1,0,25,3841600.0,<15000,0,-956484,<300,-2022084,0,0,1,0,0
624,627,80,RL,9600,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,6,1955,1972,Gable,AsbShng,BrkFace,164.0,3,3,CBlock,3,3,2,BLQ,674,350,1156,5,1,1520,0,1520,1,0,1,0,3,1,3,7,Typ,2,4,Basment,1955.0,RFn,1,364,3,3,Y,0,0,189,0,0,None,0,3,2010,Normal,153000,11.938193200374572,0,1,1,9,8,1,1,1,9,9,1,1,36,3822025.0,<10000,0,-1336336,<600,-2310400,0,0,1,0,0
625,628,60,RL,11606,Pave,None,HLS,Inside,NAmes,Norm,1Fam,2Story,5,5,1969,1969,Gable,Plywood,BrkFace,192.0,3,3,PConc,4,3,2,Rec,650,390,1040,3,1,1040,1040,2080,0,1,1,2,5,1,2,9,Typ,2,3,Attchd,1969.0,Unf,2,504,3,3,Y,335,0,0,0,0,None,0,9,2007,Family,135000,11.813030057420569,0,1,1,9,6,1,1,1,12,9,0,0,25,3876961.0,<15000,1,-1081600,<600,-4326400,1,0,0,0,0
626,629,80,RL,9020,Pave,None,Lvl,Corner,NAmes,Feedr,1Fam,SLvl,6,5,1964,1964,Gable,Plywood,BrkFace,259.0,3,3,CBlock,3,3,3,GLQ,624,288,1248,3,1,1350,0,1350,1,0,1,1,3,1,3,6,Typ,0,0,Attchd,1964.0,RFn,2,520,3,3,Y,176,0,0,0,0,GdPrv,0,6,2008,Normal,168500,12.034691028774553,0,1,1,9,0,1,1,1,9,9,1,1,30,3857296.0,<10000,0,-1557504,<600,-1822500,1,0,0,0,0
627,630,70,RM,9000,Pave,Grvl,Lvl,Corner,OldTown,Artery,1Fam,2Story,5,6,1880,1991,Gable,VinylSd,None,0.0,3,3,BrkTil,2,2,0,Unf,0,636,636,3,1,1089,661,1750,0,0,1,0,3,1,5,8,Typ,0,0,Detchd,1937.0,Unf,1,240,2,1,N,0,0,293,0,0,MnPrv,0,6,2006,Abnorml,124000,11.728036844587177,0,1,1,2,0,0,1,1,4,9,1,1,30,3751969.0,<10000,1,-404496,<300,-3062500,0,0,1,0,0
628,631,120,RL,4590,Pave,None,Lvl,Inside,NridgHt,Norm,Twnhs,1Story,8,5,2006,2006,Gable,VinylSd,Stone,108.0,4,3,PConc,4,4,1,GLQ,24,1530,1554,5,1,1554,0,1554,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,RFn,2,627,3,3,Y,156,73,0,0,0,None,0,8,2007,Normal,209500,12.252479018344332,0,1,1,9,4,1,1,1,16,12,1,1,40,4024036.0,<5000,0,-2414916,<900,-2414916,1,1,0,0,0
629,632,20,RL,11900,Pave,None,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,5,1977,1977,Hip,Plywood,BrkFace,209.0,3,4,CBlock,3,3,0,ALQ,822,564,1386,3,1,1411,0,1411,0,0,2,0,3,1,3,6,Typ,1,3,Attchd,1977.0,Fin,2,544,3,3,Y,192,0,0,0,0,None,0,4,2009,Family,82500,11.320553572322774,0,1,1,9,3,1,1,1,9,12,1,1,35,3908529.0,<15000,0,-1920996,<600,-1990921,1,0,0,0,0
630,633,20,RL,9250,Pave,None,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1954,2005,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,BLQ,480,108,1056,3,1,1056,0,1056,0,1,1,0,3,1,3,6,Typ,0,0,Attchd,1954.0,Unf,1,260,3,3,Y,390,0,0,0,0,None,0,7,2007,Normal,139400,11.84510277730856,0,1,1,9,0,1,1,1,9,9,1,1,35,3818116.0,<10000,0,-1115136,<300,-1115136,1,0,0,0,0
631,634,90,RL,6979,Pave,None,Lvl,Inside,OldTown,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,Plywood,None,0.0,3,3,CBlock,3,3,0,GLQ,1056,0,1056,4,1,1056,0,1056,2,0,0,0,0,2,3,4,Typ,0,0,Detchd,1980.0,Unf,2,576,3,3,Y,264,56,0,0,0,GdPrv,600,6,2010,Normal,144000,11.877568578558137,0,1,1,9,0,1,1,1,9,9,1,1,30,3920400.0,<10000,0,-1115136,<600,-1115136,1,1,0,0,0
632,635,190,RH,10896,Pave,Pave,Bnk,Inside,SWISU,Feedr,2fmCon,2.5Fin,6,7,1914,1995,Hip,VinylSd,None,0.0,2,3,CBlock,3,2,0,LwQ,256,1184,1440,5,1,1440,1440,3395,0,0,2,0,8,2,2,14,Typ,0,0,None,0.0,None,0,0,0,0,N,0,110,0,0,0,None,0,3,2007,Abnorml,200000,12.206072645530176,0,1,0,0,0,0,1,1,6,6,1,1,42,0.0,<15000,1,-2073600,0,-11526025,0,1,0,0,0
633,636,30,RM,6120,Pave,None,Lvl,Inside,BrkSide,Norm,1Fam,1Story,2,3,1936,1950,Gable,AsbShng,None,0.0,2,2,BrkTil,3,2,0,Unf,0,264,264,2,0,800,0,800,0,0,1,0,1,1,2,4,MajSev,1,1,None,0.0,None,0,0,0,0,N,0,0,0,0,0,None,0,1,2009,Normal,60000,11.002099841204238,0,1,0,0,1,0,0,1,6,4,1,1,6,0.0,<10000,0,-69696,0,-640000,0,0,0,0,0
634,637,190,RM,6000,Pave,None,Lvl,Inside,OldTown,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,Unf,0,811,811,3,1,811,576,1387,0,0,2,0,3,2,4,7,Typ,0,0,BuiltIn,1954.0,Unf,1,256,3,3,Y,0,0,0,0,0,None,0,11,2009,Normal,93000,11.440354772135393,0,1,1,9,0,0,1,1,9,9,1,1,20,3818116.0,<10000,1,-657721,<300,-1923769,0,0,0,0,0
635,638,30,RL,8777,Pave,None,Lvl,Inside,Edwards,Feedr,1Fam,1Story,5,7,1910,1950,Gable,MetalSd,None,0.0,3,3,CBlock,2,3,0,Unf,0,796,796,4,1,796,0,796,0,0,1,0,2,1,3,4,Typ,0,0,None,0.0,None,0,0,0,0,P,328,0,164,0,0,MnPrv,0,5,2008,Normal,85000,11.350406535472453,0,1,0,0,0,0,1,1,6,9,1,1,35,0.0,<10000,0,-633616,0,-633616,1,0,1,0,0
636,639,120,RL,3982,Pave,None,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,VinylSd,None,0.0,4,3,PConc,4,4,2,GLQ,1154,366,1520,5,1,1567,0,1567,1,0,2,0,1,1,5,7,Typ,1,4,Attchd,2006.0,Fin,3,648,3,3,Y,312,0,0,0,0,None,0,10,2006,Partial,264561,12.485827127509431,1,1,1,9,4,1,1,1,16,12,1,1,40,4024036.0,<5000,0,-2310400,<900,-2455489,1,0,0,0,0
637,640,120,RL,12677,Pave,None,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,MetalSd,BrkFace,472.0,5,3,PConc,5,3,3,GLQ,1218,300,1518,5,1,1518,0,1518,0,0,1,1,1,1,5,6,Typ,1,4,Attchd,2003.0,RFn,2,588,3,3,Y,185,140,0,0,0,None,0,4,2008,Normal,274000,12.520883385370205,0,1,1,9,4,1,1,1,15,15,1,0,40,4012009.0,<15000,0,-2304324,<600,-2304324,1,1,0,0,0
638,641,60,FV,7050,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,738,319,1057,5,1,1057,872,1929,1,0,2,1,3,1,4,7,Typ,1,3,Attchd,2001.0,Fin,2,650,3,3,Y,0,235,0,0,0,None,0,5,2007,Normal,226000,12.328290278254425,0,1,1,9,3,1,1,1,12,12,1,1,35,4004001.0,<10000,1,-1117249,<900,-3721041,0,1,0,0,0
639,642,80,RL,13860,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,SLvl,8,7,1972,1995,Gable,Plywood,None,0.0,4,3,CBlock,4,3,3,GLQ,1410,542,1952,4,1,2000,704,2704,1,0,2,1,4,1,5,9,Typ,3,3,Attchd,1972.0,Fin,2,538,3,3,Y,269,111,0,0,0,MnPrv,0,7,2009,Normal,345000,12.751299696013493,0,1,1,9,9,1,1,1,12,12,1,1,56,3888784.0,<15000,1,-3810304,<600,-7311616,1,1,0,0,0
640,643,60,RL,10793,Pave,None,Lvl,Inside,NWAmes,RR,1Fam,2Story,5,5,1969,1969,Mansard,WdShing,BrkFace,263.0,3,3,CBlock,3,3,0,Rec,493,0,780,5,1,780,840,1620,0,0,2,1,4,1,3,7,MinMod,0,0,Attchd,1969.0,Fin,2,462,3,3,Y,208,0,0,0,0,GdWo,0,4,2007,Normal,152000,11.931635799828413,0,1,1,9,0,1,1,1,9,9,1,1,25,3876961.0,<15000,1,-608400,<600,-2624400,1,0,0,0,0
641,644,20,FV,9187,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,1Story,9,5,2009,2009,Gable,CemntBd,Stone,162.0,5,3,PConc,5,3,1,GLQ,1121,645,1766,5,1,1766,0,1766,1,0,2,1,2,1,5,7,Typ,1,4,Attchd,2009.0,Fin,3,478,3,3,Y,195,130,0,0,0,None,0,10,2009,Partial,370878,12.823628446539171,1,1,1,9,4,1,1,1,15,15,1,1,45,4036081.0,<10000,0,-3118756,<600,-3118756,1,1,0,0,0
642,645,20,RL,10530,Pave,None,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,5,1971,1971,Hip,Plywood,None,0.0,3,3,CBlock,3,3,0,ALQ,282,664,981,3,1,981,0,981,1,0,1,1,3,1,3,5,Typ,0,0,Detchd,1979.0,Unf,2,576,3,3,Y,0,312,40,0,0,None,0,3,2007,Normal,143250,11.872346634576989,0,1,1,9,0,1,1,1,9,9,1,0,30,3916441.0,<15000,0,-962361,<600,-962361,0,1,1,0,0
643,646,20,RL,7200,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1950,1950,Hip,MetalSd,None,0.0,3,3,CBlock,0,0,0,None,0,0,0,4,1,1048,0,1048,0,0,1,0,3,1,3,7,MinMod,0,0,Detchd,1950.0,Unf,2,420,3,3,Y,0,27,0,0,0,None,0,7,2008,Normal,98300,11.495779306135258,0,1,1,9,0,1,1,0,0,9,1,1,25,3802500.0,<10000,0,0,<600,-1098304,0,1,0,0,0
644,647,20,RL,10452,Pave,None,Lvl,Inside,Edwards,Norm,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Stone,216.0,3,3,CBlock,3,3,1,Rec,500,594,1094,5,1,1094,0,1094,0,0,1,0,3,1,3,5,Typ,2,4,Attchd,1953.0,RFn,2,495,3,3,Y,0,0,0,0,287,None,0,6,2008,Normal,155000,11.951180395901384,0,1,1,9,8,1,1,1,9,9,1,0,30,3814209.0,<15000,0,-1196836,<600,-1196836,0,0,0,0,1
645,648,60,RL,7700,Pave,None,Lvl,Inside,NAmes,Pos,1Fam,2Story,6,5,1966,1966,Gable,MetalSd,BrkFace,351.0,3,3,CBlock,3,3,0,Unf,0,756,756,3,1,1051,788,1839,0,0,1,1,4,1,3,7,Typ,1,3,Attchd,1966.0,Unf,2,442,3,3,Y,0,124,216,0,0,None,0,6,2010,Normal,155000,11.951180395901384,0,1,1,9,3,1,1,1,9,9,1,1,30,3865156.0,<10000,1,-571536,<600,-3381921,0,1,1,0,0
646,649,180,RM,1936,Pave,None,Lvl,Inside,MeadowV,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CemntBd,None,0.0,3,3,CBlock,4,3,2,BLQ,131,0,630,4,1,630,0,630,1,0,1,0,1,1,3,3,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,0,0,0,0,MnPrv,0,12,2007,Normal,84500,11.344506813345266,0,1,0,0,0,1,1,1,12,9,1,1,24,0.0,<5000,0,-396900,0,-396900,0,0,0,0,0
647,651,70,RL,9084,Pave,None,Lvl,Inside,Edwards,Artery,1Fam,2Story,4,5,1940,1950,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,1,Unf,0,755,755,3,1,755,755,1510,1,0,1,0,4,1,3,7,Typ,1,4,Detchd,1940.0,Unf,1,296,2,1,P,120,0,0,0,0,MnPrv,0,10,2009,Normal,108000,11.589886506106355,0,1,1,2,4,1,1,1,9,9,1,1,20,3763600.0,<10000,1,-570025,<300,-2280100,1,0,0,0,0
648,652,60,RL,8750,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,1996,1996,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0,880,880,5,1,909,807,1716,0,0,2,1,2,1,4,7,Typ,1,3,Attchd,1996.0,RFn,2,512,3,3,Y,0,120,0,0,0,None,0,7,2009,Normal,191000,12.160028707028768,0,1,1,9,3,1,1,1,12,12,1,1,35,3984016.0,<10000,1,-774400,<600,-2944656,0,1,0,0,0
649,653,50,RM,10320,Pave,Grvl,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,0,Unf,0,756,756,5,1,756,713,1469,0,0,1,0,3,1,3,7,Typ,0,0,Detchd,1906.0,Unf,1,216,3,3,Y,57,0,239,0,0,MnPrv,0,6,2008,Normal,135000,11.813030057420569,0,1,1,9,0,1,1,1,9,9,1,1,42,3632836.0,<15000,1,-571536,<300,-2157961,1,0,1,0,0
650,654,20,RL,10437,Pave,None,Lvl,Inside,NoRidge,Norm,1Fam,1Story,8,6,1995,1995,Hip,MetalSd,BrkFace,660.0,4,4,PConc,4,3,3,GLQ,1696,413,2109,5,1,2113,0,2113,1,0,2,1,2,1,4,7,Typ,1,3,Attchd,1995.0,Fin,3,839,3,3,Y,236,46,0,0,0,None,0,8,2008,Normal,350000,12.765688433465595,0,1,1,9,3,1,1,1,12,16,1,0,48,3980025.0,<15000,0,-4447881,<900,-4464769,1,1,0,0,0
651,655,160,RM,1680,Pave,None,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,BrkFace,381.0,3,3,CBlock,3,3,0,Unf,0,525,525,3,1,525,567,1092,0,0,1,1,3,1,3,6,Typ,0,0,Detchd,1971.0,Unf,1,264,3,3,Y,0,0,0,0,0,None,0,3,2010,Family,88000,11.385092093460345,0,1,1,9,0,1,1,1,9,9,1,1,30,3884841.0,<5000,1,-275625,<300,-1192464,0,0,0,0,0
652,656,20,RL,10007,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1959,2006,Gable,HdBoard,BrkFace,54.0,4,3,CBlock,3,3,0,ALQ,806,247,1053,5,1,1053,0,1053,1,0,1,1,3,1,4,5,Typ,0,0,Attchd,1959.0,RFn,1,312,3,3,Y,0,0,0,0,0,MnPrv,0,8,2008,Normal,145500,11.887931365593687,0,1,1,9,0,1,1,1,9,12,1,0,35,3837681.0,<15000,0,-1108809,<600,-1108809,0,0,0,0,0
653,657,70,RL,7200,Pave,None,HLS,Inside,Crawfor,Norm,1Fam,2Story,7,6,1931,2000,Gable,Stucco,None,0.0,3,2,BrkTil,4,3,0,Unf,0,776,776,3,1,851,651,1502,0,0,1,1,3,1,3,6,Typ,1,4,Attchd,1931.0,RFn,1,270,3,3,P,0,0,112,0,0,MnPrv,0,2,2008,Normal,149000,11.911701584927595,0,1,1,9,4,1,1,1,12,6,0,1,42,3728761.0,<10000,1,-602176,<300,-2256004,0,0,1,0,0
654,658,50,RL,17503,Pave,None,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,5,1948,1950,Gable,VinylSd,None,0.0,3,3,CBlock,3,3,0,Unf,0,912,912,3,1,912,546,1458,0,1,1,0,3,1,3,6,Typ,1,4,Attchd,1948.0,Unf,1,330,3,3,Y,192,0,0,0,0,None,0,1,2010,Abnorml,97500,11.487607656985938,0,1,1,9,4,1,1,1,9,9,1,1,30,3794704.0,<20000,1,-831744,<600,-2125764,1,0,0,0,0
655,659,20,RL,9937,Pave,None,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,7,1964,1999,Hip,MetalSd,None,0.0,3,4,PConc,3,3,0,BLQ,637,849,1486,5,1,1486,0,1486,1,0,1,0,3,1,3,7,Typ,0,0,Detchd,1968.0,Fin,2,480,3,3,Y,0,0,0,0,0,MnPrv,0,3,2009,Normal,167000,12.025749091398893,0,1,1,9,0,1,1,1,9,12,1,1,35,3873024.0,<10000,0,-2208196,<600,-2208196,0,0,0,0,0
656,660,60,RL,12384,Pave,None,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,7,7,1976,1976,Gable,Plywood,BrkFace,233.0,3,3,CBlock,4,3,0,Unf,0,793,793,3,1,1142,793,1935,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1976.0,RFn,2,550,3,3,Y,0,113,252,0,0,None,0,11,2007,Normal,197900,12.195517131590655,0,1,1,9,3,1,1,1,12,9,1,1,49,3904576.0,<15000,1,-628849,<600,-3744225,0,1,1,0,0
657,661,60,RL,46589,Pave,None,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,8,7,1994,2005,Hip,VinylSd,BrkFace,528.0,4,3,PConc,4,4,0,GLQ,1361,88,1629,5,1,1686,762,2448,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,1994.0,RFn,3,711,3,3,Y,517,76,0,0,0,None,0,7,2009,Normal,402000,12.904207367601158,0,1,1,9,3,1,1,1,16,12,1,0,56,3976036.0,>25000,1,-2653641,<900,-5992704,1,1,0,0,0
658,662,20,RL,13560,Pave,None,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,3,1968,1968,Hip,Wd Sdng,BrkFace,216.0,3,3,CBlock,2,2,0,Unf,0,1392,1392,4,1,1392,0,1392,1,0,1,0,2,1,3,5,MajSev,2,3,Attchd,1968.0,RFn,2,576,3,3,Y,0,0,240,0,0,None,0,7,2009,Normal,110000,11.608235644774554,0,1,1,9,6,1,1,1,4,9,1,1,18,3873024.0,<15000,0,-1937664,<600,-1937664,0,0,1,0,0
659,663,85,RL,10012,Pave,None,Lvl,Inside,Edwards,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,Plywood,None,0.0,3,3,CBlock,4,3,2,BLQ,920,38,1138,3,1,1181,0,1181,1,0,2,0,3,1,3,6,Typ,0,0,Detchd,1974.0,RFn,2,588,3,3,Y,0,0,180,0,0,MnPrv,0,4,2008,Normal,137500,11.831379196088765,0,1,1,9,0,1,1,1,12,9,1,1,20,3896676.0,<15000,0,-1295044,<600,-1394761,0,0,1,0,0
660,664,20,RL,20896,Pave,None,Lvl,CulDSac,Somerst,RR,1Fam,1Story,8,5,2005,2006,Gable,VinylSd,None,0.0,4,3,PConc,5,3,1,GLQ,1721,356,2077,5,1,2097,0,2097,1,0,1,1,1,1,5,8,Typ,1,5,Attchd,2005.0,Fin,3,1134,3,3,Y,192,267,0,0,0,None,0,1,2006,Partial,423000,12.955127458028414,1,1,1,9,5,1,1,1,15,12,1,0,40,4020025.0,<25000,0,-4313929,<1200,-4397409,1,1,0,0,0
661,665,60,RL,11194,Pave,None,Lvl,Corner,Gilbert,Norm,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,BrkFace,40.0,4,3,PConc,4,3,0,Unf,0,1406,1406,5,1,1454,482,1936,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,2000.0,RFn,2,504,3,3,Y,188,124,0,0,0,None,0,11,2006,Normal,230500,12.348006141418841,0,1,1,9,3,1,1,1,12,12,1,0,40,4000000.0,<15000,1,-1976836,<600,-3748096,1,1,0,0,0
662,666,60,RL,18450,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,5,1965,1979,Flat,Plywood,BrkCmn,113.0,3,4,CBlock,4,3,0,LwQ,187,111,1021,3,1,1465,915,2380,0,0,2,1,3,1,3,7,MajSev,1,1,CarPort,1965.0,Unf,2,596,3,3,Y,0,265,0,0,0,None,0,8,2007,Abnorml,129000,11.767567683343811,0,1,1,9,1,1,1,1,12,12,1,0,30,3861225.0,<20000,1,-1042441,<600,-5664400,0,1,0,0,0
663,667,20,RL,8125,Pave,None,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,5,1994,1998,Gable,HdBoard,BrkFace,258.0,3,3,PConc,4,3,0,GLQ,1138,270,1408,5,1,1679,0,1679,1,0,2,0,3,1,4,7,Typ,1,2,Attchd,1994.0,RFn,2,575,3,3,Y,224,42,0,0,0,None,0,10,2008,Normal,193500,12.173032791451972,0,1,1,9,2,1,1,1,12,9,1,1,30,3976036.0,<10000,0,-1982464,<600,-2819041,1,1,0,0,0
664,668,20,RL,14175,Pave,None,Bnk,Corner,Sawyer,Norm,1Fam,1Story,5,6,1956,1987,Gable,CemntBd,None,0.0,3,3,CBlock,3,3,0,Rec,988,200,1188,4,1,1437,0,1437,1,0,1,1,3,1,3,6,MinMod,1,3,Detchd,1999.0,Unf,2,576,3,3,Y,304,0,0,0,0,None,0,11,2006,Normal,168000,12.031719258385394,0,1,1,9,3,1,1,1,9,9,0,1,30,3996001.0,<15000,0,-1411344,<600,-2064969,1,0,0,0,0
665,669,30,RL,11600,Pave,None,Lvl,Inside,Crawfor,Norm,1Fam,1Story,4,5,1922,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,2,3,0,Unf,0,700,700,5,1,1180,0,1180,0,0,1,0,2,1,2,5,Typ,1,4,Detchd,1922.0,Unf,1,252,3,2,Y,0,0,67,0,0,None,0,7,2006,Normal,137500,11.831379196088765,0,1,1,6,4,1,1,1,6,9,1,1,20,3694084.0,<15000,0,-490000,<300,-1392400,0,0,1,0,0
666,670,60,RL,8633,Pave,None,Lvl,FR2,CollgCr,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,193,545,738,5,1,738,738,1476,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,2005.0,Fin,2,540,3,3,Y,100,35,0,0,0,None,0,2,2009,Normal,173500,12.063932878369052,0,1,1,9,0,1,1,1,12,12,1,1,30,4020025.0,<10000,1,-544644,<600,-2178576,1,1,0,0,0
667,671,70,RH,6629,Pave,None,Lvl,Inside,Edwards,Artery,1Fam,2Story,6,6,1925,1950,Gambrel,Wd Sdng,None,0.0,3,4,BrkTil,3,3,0,BLQ,551,121,672,3,0,697,672,1369,1,0,2,0,3,1,3,6,Typ,0,0,Detchd,1930.0,Unf,1,300,3,3,Y,147,0,0,0,0,None,0,7,2009,Normal,103600,11.548292608807518,0,1,1,9,0,1,1,1,9,12,1,1,36,3724900.0,<10000,1,-451584,<600,-1874161,1,0,0,0,0
668,672,20,RL,11250,Pave,None,Lvl,Inside,Veenker,Norm,1Fam,1Story,6,6,1977,1977,Gable,Plywood,None,0.0,4,3,CBlock,4,3,0,ALQ,767,441,1208,3,1,1208,0,1208,1,0,1,1,3,1,3,6,Typ,1,3,Attchd,1977.0,RFn,2,546,3,3,Y,198,42,0,0,0,None,0,6,2006,Normal,165000,12.013700752882716,0,1,1,9,3,1,1,1,12,12,1,0,36,3908529.0,<15000,0,-1459264,<600,-1459264,1,1,0,0,0
669,673,20,RL,14442,Pave,None,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,7,1957,2004,Hip,CemntBd,BrkFace,106.0,3,3,PConc,3,3,0,GLQ,1186,291,1477,5,1,1839,0,1839,1,0,2,0,3,1,4,7,Typ,2,3,Attchd,1957.0,Fin,2,416,3,3,Y,0,87,0,0,200,None,0,6,2007,Normal,257500,12.458774999085927,0,1,1,9,6,1,1,1,9,9,1,1,42,3829849.0,<15000,0,-2181529,<600,-3381921,0,1,0,0,1
670,674,20,RL,9200,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1965,1965,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,0,Rec,892,244,1136,3,1,1136,0,1136,1,0,1,0,3,1,3,5,Typ,1,4,Attchd,1965.0,RFn,1,384,3,3,Y,426,0,0,0,0,None,0,7,2008,Normal,140000,11.849397701591439,0,1,1,9,4,1,1,1,9,9,1,1,36,3861225.0,<10000,0,-1290496,<600,-1290496,1,0,0,0,0
671,675,160,RL,2289,Pave,None,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6,6,1978,1978,Gable,Plywood,None,0.0,3,3,CBlock,3,3,0,ALQ,311,544,855,3,1,855,586,1441,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1978.0,Unf,2,440,3,3,Y,28,0,0,0,0,None,0,4,2009,Normal,148500,11.908340237224893,0,1,1,9,3,1,1,1,9,9,1,1,36,3912484.0,<5000,1,-731025,<600,-2076481,1,0,0,0,0
672,676,70,RM,9600,Pave,Grvl,Lvl,Inside,OldTown,Norm,1Fam,2Story,4,2,1900,1950,Gable,AsbShng,None,0.0,3,3,BrkTil,3,2,0,Unf,0,1095,1095,2,0,1095,679,1774,1,0,2,0,4,2,3,8,MinMod,0,0,2Types,1920.0,Unf,3,779,2,2,N,0,0,90,0,0,None,0,5,2006,Normal,87000,11.37366339763672,0,1,1,4,0,1,1,1,6,9,1,1,8,3686400.0,<10000,1,-1199025,<900,-3147076,0,0,1,0,0
673,677,30,RL,9022,Pave,None,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,8,1924,2006,Gable,VinylSd,None,0.0,4,3,BrkTil,3,3,0,Unf,0,768,768,5,1,792,0,792,0,0,1,0,2,1,4,5,Typ,0,0,Detchd,1924.0,Unf,1,240,2,2,N,316,0,120,0,0,None,0,5,2009,Normal,109500,11.603679828238691,0,1,1,4,0,1,1,1,9,12,1,1,40,3701776.0,<10000,0,-589824,<300,-627264,1,0,1,0,0
674,678,20,RL,11844,Pave,None,Lvl,Inside,StoneBr,Norm,1Fam,1Story,8,5,2008,2008,Hip,VinylSd,Stone,464.0,4,3,PConc,5,3,1,Unf,0,2046,2046,5,1,2046,0,2046,0,0,2,1,3,1,4,7,Typ,1,4,Attchd,2008.0,Fin,3,834,3,3,Y,322,82,0,0,0,None,0,7,2009,Partial,372500,12.827992316801753,1,1,1,9,4,1,1,1,15,12,1,0,40,4032064.0,<15000,0,-4186116,<900,-4186116,1,1,0,0,0
