,MSSubClass,MSZoning,LotArea,Street,Alley,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,LogSale,SaleTypeNew,PoolQCNon,HasGarage,GarageCond*GarageQual,Fireplaces*FireplaceQu,ElectricalSBr,HeatingGas,HasBasement,BsmtCond*BsmtQual,ExterCond*ExterQual,LandSlopeGtl,LotShapeReg,OverallQual*OverallCond
787,60,RL,10142,Pave,None,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,656,0,300,956,5,1,956,1128,0,2084,1,0,2,1,4,1,4,8,Typ,0,0,BuiltIn,2004.0,RFn,2,618,3,3,Y,0,45,0,0,0,0,None,0,1,2010,Normal,233000,12.358793732547838,0,1,1,9,0,1,1,1,12,12,1,0,35
788,20,RM,6000,Pave,None,Lvl,Corner,OldTown,Norm,1Fam,1Story,4,7,1954,2000,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,0,Unf,0,0,901,901,5,1,901,0,0,901,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1954.0,Unf,1,281,2,3,Y,0,0,0,0,0,0,None,0,8,2008,Normal,107900,11.588960151246226,0,1,1,6,0,1,1,1,9,9,1,1,28
789,60,RL,12205,Pave,None,Low,Inside,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,Gable,HdBoard,BrkFace,157.0,3,3,CBlock,3,2,3,LwQ,568,0,264,832,4,1,976,1111,0,2087,0,0,2,1,5,1,4,9,Typ,0,0,Attchd,1966.0,Fin,2,444,3,3,Y,133,168,0,0,0,0,None,0,7,2007,Normal,187500,12.141534124392603,0,1,1,9,0,1,1,1,6,9,1,0,48
790,120,RL,3182,Pave,None,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,BrkFace,11.0,4,3,PConc,4,3,0,GLQ,16,0,1129,1145,5,1,1145,0,0,1145,0,0,2,0,2,1,4,5,Typ,1,4,Attchd,2005.0,Fin,2,397,3,3,Y,100,16,0,0,0,0,None,0,9,2009,Normal,160200,11.984178313616395,0,1,1,9,4,1,1,1,12,12,1,1,35
791,80,RL,11333,Pave,None,Lvl,Corner,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,None,0.0,3,3,PConc,4,3,2,ALQ,539,0,490,1029,3,1,1062,0,0,1062,1,0,1,0,3,1,3,5,Typ,2,3,Attchd,1976.0,RFn,2,539,3,3,Y,120,0,0,0,0,0,None,0,5,2007,Normal,146800,11.896826395162552,0,1,1,9,6,1,1,1,12,9,1,0,30
792,60,RL,9920,Pave,None,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,Gable,MetalSd,None,0.0,4,3,PConc,4,3,2,GLQ,862,0,255,1117,5,1,1127,886,0,2013,1,0,2,1,3,1,3,8,Typ,1,3,Attchd,1997.0,Unf,2,455,3,3,Y,180,130,0,0,0,0,None,0,6,2007,Normal,269790,12.50539915757667,0,1,1,9,3,1,1,1,12,12,1,0,35
793,20,RL,9158,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CemntBd,Stone,140.0,4,3,PConc,4,3,2,Unf,0,0,1496,1496,5,1,1496,0,0,1496,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2007.0,Fin,2,474,3,3,Y,168,130,0,0,0,0,None,0,6,2007,Partial,225000,12.323855681186558,1,1,1,9,0,1,1,1,12,12,1,1,40
794,60,RL,10832,Pave,None,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,1994,1996,Gable,MetalSd,None,0.0,4,3,PConc,4,3,0,Unf,0,0,712,712,5,1,1086,809,0,1895,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1994.0,Fin,2,409,3,3,Y,143,46,0,0,0,0,None,500,10,2008,Normal,194500,12.178187442040638,0,1,1,9,3,1,1,1,12,12,1,0,35
795,60,RL,8400,Pave,None,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,6,1980,1981,Gable,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,0,Unf,0,0,650,650,3,1,888,676,0,1564,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1980.0,Unf,2,476,3,3,Y,0,50,0,0,204,0,MnPrv,0,4,2010,Normal,171000,12.049418835484797,0,1,1,9,3,1,1,1,12,9,1,1,36
796,20,RL,8197,Pave,None,Lvl,Inside,Sawyer,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,BrkFace,148.0,3,3,CBlock,3,3,0,Unf,0,0,660,660,5,1,1285,0,0,1285,0,0,1,1,3,1,3,7,Typ,1,3,Attchd,1977.0,RFn,2,528,3,3,Y,138,0,0,0,0,0,MnPrv,0,4,2007,Normal,143500,11.874090314181814,0,1,1,9,3,1,1,1,9,9,1,1,30
797,20,RL,7677,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1953,1953,Gable,VinylSd,None,0.0,3,3,CBlock,3,3,0,BLQ,570,0,203,773,4,1,773,0,0,773,0,0,1,0,2,1,3,4,Typ,0,0,Attchd,1953.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,None,0,4,2008,Abnorml,110000,11.608235644774552,0,1,1,9,0,1,1,1,9,9,1,1,25
798,60,RL,13518,Pave,None,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,Stone,860.0,5,3,PConc,5,3,0,Unf,0,0,1926,1926,5,1,1966,1174,0,3140,0,0,3,1,4,1,5,11,Typ,2,4,BuiltIn,2009.0,Fin,3,820,3,3,Y,144,78,0,0,0,0,None,0,7,2009,Partial,485000,13.091904169919621,1,1,1,9,8,1,1,1,15,15,1,1,45
799,50,RL,7200,Pave,None,Lvl,Corner,SWISU,Feedr,1Fam,1.5Fin,5,7,1937,1950,Gable,Wd Sdng,BrkFace,252.0,3,3,BrkTil,4,3,0,ALQ,569,0,162,731,5,1,981,787,0,1768,1,0,1,1,3,1,4,7,Typ,2,3,Detchd,1939.0,Unf,1,240,3,3,Y,0,0,264,0,0,0,MnPrv,0,6,2007,Normal,175000,12.072541252905651,0,1,1,9,6,1,1,1,12,9,1,1,35
800,60,RL,12798,Pave,None,HLS,Inside,ClearCr,Feedr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,None,0.0,3,3,PConc,4,3,3,GLQ,462,0,154,616,4,1,616,1072,0,1688,1,0,2,1,4,1,4,8,Typ,0,0,Attchd,1997.0,RFn,2,603,3,3,Y,403,114,185,0,0,0,None,400,5,2008,Normal,200000,12.206072645530174,0,1,1,9,0,1,1,1,12,9,0,0,30
801,30,RM,4800,Pave,None,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,7,1916,1990,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,0,LwQ,197,0,999,1196,5,1,1196,0,0,1196,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,1957.0,Unf,2,440,3,3,Y,0,0,0,0,0,0,None,0,7,2007,Normal,109900,11.607326140391713,0,1,1,9,0,0,1,1,9,9,1,1,28
802,60,RL,8199,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2005,2005,Gable,WdShing,None,0.0,4,3,PConc,4,3,2,GLQ,648,0,80,728,5,1,728,728,0,1456,1,0,2,1,3,1,4,7,Typ,1,4,Attchd,2005.0,Fin,2,410,3,3,Y,36,18,0,0,0,0,None,0,10,2008,Normal,189000,12.14950229404178,0,1,1,9,4,1,1,1,12,12,1,1,35
803,60,RL,13891,Pave,None,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,Stone,424.0,5,3,PConc,5,3,3,Unf,0,0,1734,1734,5,1,1734,1088,0,2822,0,0,3,1,4,1,5,12,Typ,1,4,BuiltIn,2009.0,RFn,3,1020,3,3,Y,52,170,0,0,192,0,None,0,1,2009,Partial,582933,13.275827535915461,1,1,1,9,4,1,1,1,15,15,1,1,45
804,20,RL,9000,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,LwQ,812,0,124,936,3,1,1128,0,0,1128,0,0,1,0,2,1,3,5,MinMod,0,0,Attchd,1954.0,Unf,1,286,3,3,Y,0,0,0,0,0,0,GdWo,0,6,2006,Family,118000,11.678439903447801,0,1,1,9,0,1,1,1,9,9,1,1,25
805,20,RL,12274,Pave,None,Lvl,FR2,Somerst,Norm,1Fam,1Story,7,5,2008,2008,Gable,VinylSd,Stone,256.0,4,3,PConc,4,3,0,Unf,0,0,1417,1417,5,1,1428,0,0,1428,0,0,2,0,3,1,5,6,Typ,0,0,Attchd,2008.0,RFn,2,554,3,3,Y,0,60,0,0,0,0,None,0,7,2008,Partial,227680,12.33569641332368,1,1,1,9,0,1,1,1,12,12,1,0,35
806,80,RL,9750,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1967,1967,Gable,VinylSd,None,0.0,3,3,PConc,3,3,2,ALQ,400,480,100,980,4,1,980,0,0,980,0,0,2,0,3,1,3,6,Typ,0,0,Attchd,1967.0,Fin,1,384,3,3,Y,68,0,0,0,0,0,None,0,10,2006,Normal,135500,11.816726919301892,0,1,1,9,0,1,1,1,9,9,1,1,25
807,70,RL,21384,Pave,None,Lvl,Inside,BrkSide,Norm,1Fam,2Story,5,6,1923,2004,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,GLQ,1309,0,15,1324,5,1,1072,504,0,1576,2,0,1,1,3,1,4,6,Typ,1,3,Attchd,1923.0,RFn,2,528,3,3,Y,0,312,0,0,0,0,None,0,5,2009,Normal,223500,12.31716669303576,0,1,1,9,3,1,1,1,9,9,1,1,30
808,80,RL,13400,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1966,1966,Gable,VinylSd,BrkFace,1047.0,3,3,CBlock,3,3,2,ALQ,516,128,380,1024,3,1,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,1,4,Attchd,1966.0,RFn,2,484,3,3,Y,0,0,0,0,0,0,GdWo,0,6,2006,Normal,159950,11.982616545377663,0,1,1,9,4,1,1,1,9,9,1,1,25
809,75,RM,8100,Pave,None,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,AsbShng,None,0.0,3,3,PConc,3,3,0,Unf,0,0,849,849,3,0,1075,1063,0,2138,0,0,2,0,2,3,3,11,Typ,0,0,Detchd,1910.0,Unf,2,360,2,1,N,40,156,0,0,0,0,MnPrv,0,11,2009,Normal,106000,11.571194373094205,0,1,1,2,0,0,1,1,9,9,1,1,25
810,20,RL,10140,Pave,None,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1974,1999,Hip,HdBoard,BrkFace,99.0,3,3,CBlock,3,3,0,ALQ,663,377,0,1040,2,1,1309,0,0,1309,1,0,1,1,3,1,4,5,Typ,1,2,Attchd,1974.0,RFn,2,484,3,3,Y,265,0,0,0,0,648,GdPrv,0,1,2006,Normal,181000,12.106252310247962,0,0,1,9,2,1,1,1,9,9,1,1,36
811,120,RM,4438,Pave,None,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,BrkFace,169.0,4,3,PConc,4,3,3,GLQ,662,0,186,848,5,1,848,0,0,848,1,0,1,0,1,1,4,4,Typ,1,4,Attchd,2004.0,Fin,2,420,3,3,Y,140,0,0,0,0,0,None,0,6,2008,Normal,144500,11.881034786534624,0,1,1,9,4,1,1,1,12,12,1,1,30
812,20,C (all),8712,Grvl,None,Bnk,Inside,IDOTRR,Norm,1Fam,1Story,5,5,1952,1952,Hip,Wd Sdng,None,0.0,2,3,CBlock,3,3,2,Unf,0,0,540,540,3,0,1044,0,0,1044,0,0,1,0,2,1,2,4,Typ,0,0,Basment,1952.0,Unf,2,504,3,3,N,0,0,0,0,0,0,None,54,6,2010,Alloca,55993,10.932981961904135,0,1,1,9,0,0,1,1,9,6,0,1,25
813,20,RL,9750,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Gable,MetalSd,BrkFace,243.0,3,3,CBlock,3,3,0,Rec,608,0,834,1442,4,1,1442,0,0,1442,0,0,1,1,4,1,3,7,Typ,0,0,Attchd,1958.0,RFn,1,301,3,3,Y,0,0,275,0,0,0,None,500,4,2007,Normal,157900,11.969717200243734,0,1,1,9,0,1,1,1,9,9,1,1,36
814,50,RL,8248,Pave,Grvl,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,Stucco,None,0.0,3,3,BrkTil,3,3,0,Unf,0,0,686,686,4,1,686,564,0,1250,0,1,1,1,3,1,2,7,Typ,0,0,Detchd,1955.0,Unf,1,280,3,3,P,207,0,96,0,0,0,None,0,7,2006,Normal,116000,11.661345470088502,0,1,1,9,0,1,1,1,9,9,1,1,35
815,20,RL,12137,Pave,None,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,BrkFace,442.0,3,3,PConc,4,3,0,Unf,0,0,1649,1649,5,1,1661,0,0,1661,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,1998.0,RFn,2,598,3,3,Y,0,34,0,0,0,0,None,0,5,2010,Normal,224900,12.323411137947407,0,1,1,9,0,1,1,1,12,9,1,0,35
816,20,RL,11425,Pave,None,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,BrkFace,None,0.0,3,3,CBlock,3,3,0,BLQ,486,0,522,1008,4,1,1008,0,0,1008,0,0,1,0,2,1,3,4,Typ,1,4,Attchd,1954.0,RFn,1,275,3,3,Y,0,0,120,0,0,0,None,0,7,2006,Normal,137000,11.827736204810263,0,1,1,9,4,1,1,1,9,9,1,0,30
817,20,RL,13265,Pave,None,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,8,5,2002,2002,Hip,CemntBd,BrkFace,148.0,4,3,PConc,4,3,0,GLQ,1218,0,350,1568,5,1,1689,0,0,1689,1,0,2,0,3,1,4,7,Typ,2,4,Attchd,2002.0,RFn,3,857,3,3,Y,150,59,0,0,0,0,None,0,7,2008,Normal,271000,12.509874099861838,0,1,1,9,8,1,1,1,12,12,1,0,40
818,80,RL,8816,Pave,None,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,6,7,1971,1971,Gable,HdBoard,BrkFace,80.0,3,3,CBlock,3,3,2,GLQ,504,0,506,1010,4,1,1052,0,0,1052,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1971.0,Unf,2,440,3,3,Y,0,0,0,0,0,0,MnPrv,0,6,2010,Normal,155000,11.951180395901384,0,1,1,9,0,1,1,1,9,9,1,1,42
819,120,RL,6371,Pave,None,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,VinylSd,Stone,128.0,4,3,PConc,4,3,1,GLQ,733,0,625,1358,5,1,1358,0,0,1358,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2010.0,RFn,2,484,3,3,Y,192,35,0,0,0,0,None,0,6,2010,Partial,224000,12.319401330837177,1,1,1,9,4,1,1,1,12,12,1,0,35
820,60,RL,7226,Pave,None,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0,0,798,798,5,1,798,842,0,1640,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,2003.0,RFn,2,595,3,3,Y,0,45,0,0,0,0,None,0,6,2008,Normal,183000,12.117241431823558,0,1,1,9,0,1,1,1,12,12,1,0,35
821,20,RM,6000,Pave,Pave,Bnk,Inside,OldTown,Norm,2fmCon,1Story,4,4,1953,1953,Gable,MetalSd,None,0.0,2,3,CBlock,2,3,0,Unf,0,0,936,936,3,0,936,0,0,936,0,0,1,0,2,1,3,4,MinMod,0,0,Detchd,1974.0,Unf,2,576,3,3,Y,0,32,112,0,0,0,None,0,2,2009,Normal,93000,11.440354772135393,0,1,1,9,0,1,1,1,6,6,0,1,16
822,60,RL,12394,Pave,None,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,None,0.0,4,3,PConc,4,3,3,Unf,0,0,847,847,5,1,847,886,0,1733,0,0,2,1,3,1,4,7,Typ,1,4,BuiltIn,2003.0,Fin,2,433,3,3,Y,100,48,0,0,0,0,None,0,10,2007,Family,225000,12.323855681186558,0,1,1,9,4,1,1,1,12,12,1,0,35
823,50,RL,9900,Pave,None,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,VinylSd,None,0.0,3,3,BrkTil,3,3,0,Unf,0,0,778,778,3,1,944,545,0,1489,0,0,2,0,3,1,3,7,Typ,1,4,Detchd,1940.0,Unf,1,240,3,3,Y,335,0,0,0,0,0,GdWo,0,7,2009,Normal,139500,11.845819880243557,0,1,1,9,4,1,1,1,9,9,1,1,42
824,20,FV,11216,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,4,0,Unf,0,0,1489,1489,5,1,1489,0,0,1489,0,0,2,0,3,1,4,7,Typ,1,4,Attchd,2006.0,RFn,2,776,3,3,Y,0,140,0,0,0,0,None,0,6,2006,Partial,232600,12.3570755190667,1,1,1,9,4,1,1,1,16,12,1,1,40
825,20,RL,14803,Pave,None,Lvl,Inside,NridgHt,Pos,1Fam,1Story,10,5,2007,2008,Hip,CemntBd,BrkFace,816.0,5,3,PConc,5,3,2,GLQ,1636,0,442,2078,5,1,2084,0,0,2084,1,0,2,0,2,1,5,7,Typ,1,4,Attchd,2007.0,Fin,3,1220,3,3,Y,188,45,0,0,0,0,None,0,6,2008,Partial,385000,12.86099861326992,1,1,1,9,4,1,1,1,15,15,1,1,50
826,45,RM,6130,Pave,None,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,3,3,0,ALQ,784,0,0,784,4,1,784,0,0,784,1,0,1,0,2,1,4,5,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,0,116,0,0,0,None,0,5,2008,Normal,109500,11.603679828238693,0,1,0,0,0,1,1,1,9,9,1,1,30
827,20,RL,8529,Pave,None,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,20,0,1434,1454,5,1,1434,0,0,1434,0,0,2,0,3,1,4,6,Typ,1,3,Attchd,2001.0,RFn,2,527,3,3,Y,290,39,0,0,0,0,None,0,4,2009,Normal,189000,12.14950229404178,0,1,1,9,3,1,1,1,12,12,1,0,35
828,60,RL,28698,Pave,None,Low,CulDSac,ClearCr,Norm,1Fam,2Story,5,5,1967,1967,Flat,Plywood,None,0.0,3,3,PConc,3,4,3,LwQ,249,764,0,1013,3,1,1160,966,0,2126,0,1,2,1,3,1,3,7,MinMod,0,0,Attchd,1967.0,Fin,2,538,3,3,Y,486,0,0,0,225,0,None,0,6,2009,Abnorml,185000,12.128111104060462,0,1,1,9,0,1,1,1,12,9,0,0,25
829,160,FV,2544,Pave,Pave,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,5,2005,2005,Gable,MetalSd,None,0.0,4,3,PConc,4,3,0,Unf,0,0,600,600,5,1,520,623,80,1223,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,2005.0,RFn,2,480,3,3,Y,0,166,0,0,0,0,None,0,7,2006,Normal,147400,11.900905258737373,0,1,1,9,0,1,1,1,12,12,1,1,35
830,20,RL,11900,Pave,None,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,5,1957,1957,Gable,HdBoard,BrkFace,387.0,3,3,CBlock,3,3,0,Rec,1040,0,352,1392,3,1,1392,0,0,1392,1,0,1,1,3,1,3,6,Typ,2,4,Attchd,1957.0,RFn,2,458,3,3,Y,0,0,0,0,192,0,None,0,6,2008,Normal,166000,12.01974306733868,0,1,1,9,8,0,1,1,9,9,1,0,30
831,160,FV,3180,Pave,Pave,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,MetalSd,None,0.0,3,3,PConc,4,3,0,Unf,0,0,600,600,5,1,520,600,80,1200,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,2005.0,RFn,2,480,3,3,Y,0,166,0,0,0,0,None,0,6,2006,Normal,151000,11.925035115797062,0,1,1,9,0,1,1,1,12,9,1,1,35
832,60,RL,9548,Pave,None,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,6,2003,2003,Gable,VinylSd,BrkFace,223.0,4,3,PConc,4,3,0,GLQ,483,0,458,941,5,1,941,888,0,1829,1,0,2,1,3,1,4,7,Typ,1,3,Attchd,2003.0,RFn,2,613,3,3,Y,192,39,0,0,0,0,None,0,1,2010,Normal,237000,12.375815420117268,0,1,1,9,3,1,1,1,12,12,1,0,42
833,20,RL,10004,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Gable,HdBoard,BrkFace,180.0,3,3,CBlock,3,3,0,Rec,196,345,975,1516,3,1,1516,0,0,1516,0,0,1,1,3,1,3,6,Typ,0,0,Attchd,1964.0,RFn,2,472,3,3,Y,0,0,0,0,152,0,None,0,2,2009,Normal,167000,12.025749091398891,0,1,1,9,0,1,1,1,9,9,1,1,36
834,20,RL,7875,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Gable,VinylSd,BrkFace,136.0,3,3,CBlock,3,3,0,Rec,572,0,572,1144,4,1,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1961.0,Unf,2,456,3,3,Y,0,0,0,0,0,0,GdWo,0,9,2008,Normal,139950,11.8490404949436,0,1,1,9,0,1,1,1,9,9,1,1,30
835,20,RL,9600,Pave,None,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,7,1950,1995,Gable,VinylSd,None,0.0,3,3,CBlock,4,3,0,BLQ,442,0,625,1067,3,1,1067,0,0,1067,0,0,2,0,2,1,4,4,MinMod,0,0,Attchd,1996.0,Unf,2,436,3,3,Y,290,0,0,0,0,0,None,0,2,2010,Normal,128000,11.759785542901755,0,1,1,9,0,1,1,1,12,9,1,1,28
836,30,RM,8100,Pave,Pave,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1948,1973,Gable,VinylSd,None,0.0,3,3,BrkTil,3,3,0,Rec,338,0,1221,1559,4,1,1559,0,0,1559,1,0,1,0,2,1,3,5,MinMod,0,0,Detchd,1948.0,Unf,2,812,3,3,Y,0,116,230,0,0,0,GdWo,0,6,2007,Normal,153500,11.941455846009388,0,1,1,9,0,1,1,1,9,9,1,1,30
837,160,RM,1680,Pave,None,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,BrkFace,158.0,3,3,CBlock,3,3,0,BLQ,330,0,153,483,3,1,483,504,0,987,1,0,1,1,2,1,3,5,Typ,0,0,Detchd,1973.0,Unf,1,264,3,3,Y,0,0,0,0,0,0,None,0,11,2008,Normal,100000,11.512925464970229,0,1,1,9,0,1,1,1,9,9,1,1,30
838,20,RL,9525,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,6,1995,2006,Gable,VinylSd,None,0.0,3,3,PConc,4,3,0,Unf,0,0,1099,1099,5,1,1099,0,0,1099,0,0,1,1,3,1,4,6,Typ,0,0,Attchd,1999.0,Unf,1,352,3,3,Y,278,0,0,0,0,0,None,0,6,2008,Normal,144000,11.877568578558138,0,1,1,9,0,1,1,1,12,9,1,1,30
839,50,RL,11767,Pave,None,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,0,BLQ,352,0,416,768,5,1,768,432,0,1200,0,0,1,0,3,1,3,6,Typ,0,0,Detchd,1946.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,None,0,5,2008,Normal,130500,11.779128505744886,0,1,1,9,0,1,1,1,9,9,1,1,30
840,70,RH,12155,Pave,None,Lvl,Inside,SWISU,Norm,1Fam,2Story,6,8,1925,1950,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,BLQ,156,0,516,672,3,0,810,672,0,1482,0,0,2,0,4,1,2,7,Typ,0,0,Detchd,1934.0,Unf,1,400,3,3,P,0,0,254,0,0,0,None,0,3,2008,Normal,140000,11.84939770159144,0,1,1,9,0,1,1,1,9,9,1,0,48
841,70,RM,10440,Pave,Grvl,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,8,1904,2002,Gable,MetalSd,None,0.0,3,3,PConc,3,3,0,Unf,0,0,650,650,4,1,958,581,0,1539,0,0,2,0,3,1,4,8,Typ,1,1,Detchd,1983.0,Unf,2,686,4,3,P,70,78,68,0,0,0,None,0,6,2008,Normal,157500,11.967180737247824,0,1,1,12,1,1,1,1,9,9,1,1,40
842,80,RL,9020,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,7,1966,1966,Gable,HdBoard,BrkFace,183.0,3,3,CBlock,3,3,3,Rec,312,539,276,1127,3,1,1165,0,0,1165,1,0,1,1,3,1,3,6,Typ,0,0,Attchd,1966.0,RFn,2,490,4,4,Y,0,129,0,0,0,0,GdPrv,0,5,2008,Normal,174900,12.071969661006694,0,1,1,16,0,1,1,1,9,9,1,1,42
843,90,RL,8000,Pave,None,Lvl,Corner,NAmes,Artery,Duplex,1Story,5,4,1961,1961,Gable,BrkFace,None,0.0,3,3,CBlock,3,3,0,Unf,0,0,1800,1800,5,0,1800,0,0,1800,0,0,2,0,6,2,3,10,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,0,0,0,0,0,None,0,7,2007,Normal,141000,11.856515169360305,0,1,0,0,0,1,1,1,9,9,1,1,20
844,50,RM,12665,Pave,Grvl,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,8,1915,1950,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,Unf,0,0,876,876,4,1,876,540,0,1416,0,0,1,1,4,1,3,7,Typ,1,4,Detchd,1949.0,Unf,3,720,3,3,Y,418,0,194,0,0,0,None,0,6,2008,Normal,153900,11.94405831982697,0,1,1,9,4,1,1,1,9,9,1,0,40
845,85,RL,16647,Pave,None,Lvl,CulDSac,Sawyer,RR,1Fam,SFoyer,5,5,1975,1981,Gable,HdBoard,None,0.0,3,3,CBlock,4,3,3,ALQ,1390,0,0,1390,3,1,1701,0,0,1701,1,0,2,0,3,1,3,6,MinMod,2,3,Basment,1975.0,Fin,2,611,3,3,Y,0,0,0,0,0,0,None,0,1,2007,Normal,171000,12.049418835484797,0,1,1,9,6,1,1,1,12,9,1,0,25
